# meta_json: {"atom_symbols": ["N", "N", "N", "N", "N", "N", "N", "Ta", "Ta", "Ta", "Ta", "Ta", "Ta", "Ta", "Ta"], "lattice_vectors_override_angstrom": null, "lattice_vectors_raw": [[2.9399421782000004, -5.0921292238, 0.0], [2.9399421782000004, 5.0921292238, 0.0], [0.0, 0.0, 5.78035016]], "source_format": "phonopy_force_constants", "thickness_angstrom": null, "thickness_direction": null, "transport_direction": 1, "transverse_area_m2": 2.9434289974214144e-19}
# omega_qe	freq_thz	freq_cm^-1	transmission	transmission_per_m2
3.1571725698e-03	10.38659880	346.45964295	1.078874203942e-29	3.665365140071e-11
3.1686531973e-03	10.42436825	347.71949620	5.600554896792e-32	1.902731440676e-13
3.1801338248e-03	10.46213770	348.97934945	6.289311604323e-32	2.136729511679e-13
3.1916144524e-03	10.49990715	350.23920269	7.101114749547e-32	2.412531355697e-13
3.2030950799e-03	10.53767660	351.49905594	8.061357316501e-32	2.738763980230e-13
3.2145757074e-03	10.57544605	352.75890919	9.201068451477e-32	3.125969221455e-13
3.2260563349e-03	10.61321550	354.01876244	1.055669231081e-31	3.586528610019e-13
3.2375369625e-03	10.65098495	355.27861568	1.217430122616e-31	4.136094750996e-13
3.2490175900e-03	10.68875440	356.53846893	1.411090206339e-31	4.794035145998e-13
3.2604982175e-03	10.72652385	357.79832218	1.643725221055e-31	5.584388896403e-13
3.2719788451e-03	10.76429330	359.05817542	1.924145717493e-31	6.537088950264e-13
3.2834594726e-03	10.80206275	360.31802867	2.263358152856e-31	7.689528624060e-13
3.2949401001e-03	10.83983220	361.57788192	2.675157805788e-31	9.088575970854e-13
3.3064207276e-03	10.87760165	362.83773517	3.176893752565e-31	1.079317270893e-12
3.3179013552e-03	10.91537110	364.09758841	3.790459207457e-31	1.287769880224e-12
3.3293819827e-03	10.95314055	365.35744166	4.543578083507e-31	1.543634341948e-12
3.3408626102e-03	10.99091000	366.61729491	5.471482305681e-31	1.858880343461e-12
3.3523432377e-03	11.02867945	367.87714815	6.619106462721e-31	2.248773953277e-12
3.3638238653e-03	11.06644890	369.13700140	8.043969947881e-31	2.732856798967e-12
3.3753044928e-03	11.10421835	370.39685465	9.819976179050e-31	3.336236813476e-12
3.3867851203e-03	11.14198780	371.65670789	1.204243991545e-30	4.091296214719e-12
3.3982657478e-03	11.17975725	372.91656114	7.796591538419e-30	2.648812505839e-11
3.4097463754e-03	11.21752670	374.17641439	7.570830367298e-29	2.572112449096e-10
3.4212270029e-03	11.25529615	375.43626764	2.082233189796e-28	7.074175023825e-10
3.4327076304e-03	11.29306560	376.69612088	3.968624358223e-28	1.348299674189e-09
3.4441882580e-03	11.33083505	377.95597413	7.252361202264e-28	2.463915796378e-09
3.4556688855e-03	11.36860450	379.21582738	1.277419154734e-27	4.339901373036e-09
3.4671495130e-03	11.40637395	380.47568062	2.061654076876e-27	7.004259585274e-09
3.4786301405e-03	11.44414340	381.73553387	3.270616279490e-27	1.111158544118e-08
3.4901107681e-03	11.48191285	382.99538712	5.089075656435e-27	1.728961582186e-08
3.5015913956e-03	11.51968230	384.25524037	7.671719901004e-27	2.606388639823e-08
